"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","8","renders the current approval mode auto_safe","ApprovalModeSelector","Fri Sep 04 03:15:54 UTC 2026","passed","Fri Sep 04 03:15:54 UTC 2026","","","",""
"","146","narrows the gallery by goal and method facets","Prompts","Fri Sep 04 03:14:02 UTC 2026","passed","Fri Sep 04 03:14:02 UTC 2026","","","",""
"","152","uses lifecycle-aware stream messaging when a monitored run receives runtime approval","WorkflowEditor handler branches","Fri Sep 04 03:13:37 UTC 2026","passed","Fri Sep 04 03:13:37 UTC 2026","","","",""
"","92","selects all then deletes the selected knowledge bases","Knowledge Bases delete","Fri Sep 04 03:13:55 UTC 2026","passed","Fri Sep 04 03:13:55 UTC 2026","","","",""
"","73","reacts to workflow.run.waiting_approval event-stream messages","WorkflowDetail calibration","Fri Sep 04 03:13:14 UTC 2026","passed","Fri Sep 04 03:13:14 UTC 2026","","","",""
"","57","persists the list choice across a fresh mount","Knowledge Bases library view toggle","Fri Sep 04 03:16:55 UTC 2026","passed","Fri Sep 04 03:16:55 UTC 2026","","","",""
"","265","renders key operational metrics and priority workspace links","Dashboard","Fri Sep 04 03:16:33 UTC 2026","passed","Fri Sep 04 03:16:33 UTC 2026","","","",""
"","146","links selected runs to MLflow when the workflow experiment id is known","WorkflowDetail calibration","Fri Sep 04 03:13:20 UTC 2026","passed","Fri Sep 04 03:13:20 UTC 2026","","","",""
"","60","shows an actionable editor load error when the workflow version request fails","WorkflowEditor handler branches","Fri Sep 04 03:13:23 UTC 2026","passed","Fri Sep 04 03:13:23 UTC 2026","","","",""
"","100","restores a persisted active session and hydrates its runtime metadata","CaliberAssistantPanel","Fri Sep 04 03:14:50 UTC 2026","passed","Fri Sep 04 03:14:50 UTC 2026","","","",""
"","4","humanizes graph-aware setup rule kinds in the schema summary","WorkflowComponentSchemaSummary","Fri Sep 04 03:13:41 UTC 2026","passed","Fri Sep 04 03:13:41 UTC 2026","","","",""
"","42","renders the right-rail metadata, composition, and skill_metadata JSON","SkillDetail","Fri Sep 04 03:14:47 UTC 2026","passed","Fri Sep 04 03:14:47 UTC 2026","","","",""
"","1","parallel_fanout wires a parallel branch into a join","templateManifest","Fri Sep 04 03:14:13 UTC 2026","passed","Fri Sep 04 03:14:13 UTC 2026","","","",""
"","68","previews the active-as-of snapshot with a distinct query contract","EvalDatasetDetail","Fri Sep 04 03:15:03 UTC 2026","passed","Fri Sep 04 03:15:03 UTC 2026","","","",""
"","435","surfaces the workspace header on open and reaches AGE retrieval from the graph explore view","Knowledge Bases page","Fri Sep 04 03:13:46 UTC 2026","passed","Fri Sep 04 03:13:46 UTC 2026","","","",""
"","148","opens a KB into a workspace with a header and four stage tabs, then returns via Back","Knowledge Bases asset workspace (R1 IA)","Fri Sep 04 03:13:53 UTC 2026","passed","Fri Sep 04 03:13:53 UTC 2026","","","",""
"","110","imports an immutable project file and keeps clipboard denial non-fatal","Object Store file manager","Fri Sep 04 03:14:21 UTC 2026","passed","Fri Sep 04 03:14:22 UTC 2026","","","",""
"","135","keeps fallback retry lineage visible when canonical lineage lookup fails in the run monitor","WorkflowEditor handler branches","Fri Sep 04 03:13:36 UTC 2026","passed","Fri Sep 04 03:13:36 UTC 2026","","","",""
"","81","shows placeholder when tool is not yet registered","ToolWizard","Fri Sep 04 03:15:10 UTC 2026","passed","Fri Sep 04 03:15:11 UTC 2026","","Step 4: Playground","",""
"","4","renders a decorative, aria-hidden divider","StepConnector","Fri Sep 04 03:17:26 UTC 2026","passed","Fri Sep 04 03:17:26 UTC 2026","","","",""
"","135","collapses/expands and persists state","CollapsiblePanel","Fri Sep 04 03:16:32 UTC 2026","passed","Fri Sep 04 03:16:32 UTC 2026","","","",""
"","37","fires onNewChat when '+ New chat' is clicked","ChatHistory","Fri Sep 04 03:15:33 UTC 2026","passed","Fri Sep 04 03:15:33 UTC 2026","","","",""
"","10","renders the right access level for %p","AccessBadge","Fri Sep 04 03:17:22 UTC 2026","passed","Fri Sep 04 03:17:22 UTC 2026","","","",""
"","469","guards empty and cancelled destructive actions","Object Store file manager","Fri Sep 04 03:14:24 UTC 2026","passed","Fri Sep 04 03:14:25 UTC 2026","","","",""
"","155","checks human alignment (agreement + kappa) from the playground","Judges","Fri Sep 04 03:15:45 UTC 2026","passed","Fri Sep 04 03:15:45 UTC 2026","","","",""
"","1","surfaces orchestration topology issues directly in node guidance","node helpers","Fri Sep 04 03:14:13 UTC 2026","passed","Fri Sep 04 03:14:13 UTC 2026","","","",""
"","46","scopes files to the selected node and can return to all files","RunFilePanel","Fri Sep 04 03:15:20 UTC 2026","passed","Fri Sep 04 03:15:20 UTC 2026","","","",""
"","119","shows the monitoring dashboard with metrics","Observability page","Fri Sep 04 03:15:25 UTC 2026","passed","Fri Sep 04 03:15:25 UTC 2026","","","",""
"","185","shows error when creation fails","SkillWizard","Fri Sep 04 03:14:59 UTC 2026","passed","Fri Sep 04 03:14:59 UTC 2026","","Full wizard submission","",""
"","2","treats mapped inputs as satisfying file paths and KB build/query wiring","node helpers","Fri Sep 04 03:14:13 UTC 2026","passed","Fri Sep 04 03:14:13 UTC 2026","","","",""
"","5","renders the current mode build","ModeSelector","Fri Sep 04 03:15:54 UTC 2026","passed","Fri Sep 04 03:15:54 UTC 2026","","","",""
"","147","shows the created column and opens a preview modal from the row action","Object Store file manager","Fri Sep 04 03:14:23 UTC 2026","passed","Fri Sep 04 03:14:23 UTC 2026","","","",""
"","256","layers, reorders, and removes behaviors as an ordered stack","Prompts","Fri Sep 04 03:14:03 UTC 2026","passed","Fri Sep 04 03:14:04 UTC 2026","","","",""
"","160","submits prod deployments as promotion requests when gates require approval","WorkflowDetail calibration","Fri Sep 04 03:13:03 UTC 2026","passed","Fri Sep 04 03:13:03 UTC 2026","","","",""
"","132","shows review summary with correct values","ToolWizard","Fri Sep 04 03:15:11 UTC 2026","passed","Fri Sep 04 03:15:11 UTC 2026","","Step 5: Safety & Review","",""
"","165","places context and primary action before utilities, with the account last","TopBar action order","Fri Sep 04 03:17:43 UTC 2026","passed","Fri Sep 04 03:17:43 UTC 2026","","","",""
"","152","turns approval lookup failures into stopped-run recovery guidance in workflow detail","WorkflowDetail calibration","Fri Sep 04 03:13:18 UTC 2026","passed","Fri Sep 04 03:13:18 UTC 2026","","","",""
"","172","renders depends-on, allowed-tools, and metadata fields","SkillWizard","Fri Sep 04 03:14:56 UTC 2026","passed","Fri Sep 04 03:14:56 UTC 2026","","Step 3: Composability","",""
"","176","switches to grouped rows when List is chosen","Prompts view toggle","Fri Sep 04 03:16:54 UTC 2026","passed","Fri Sep 04 03:16:54 UTC 2026","","","",""
"","4","shows passed when all tests pass","TestPanel","Fri Sep 04 03:16:25 UTC 2026","passed","Fri Sep 04 03:16:25 UTC 2026","","","",""
"","11","keeps the node id immutable even if edited in the JSON","NodeCodeModal","Fri Sep 04 03:17:19 UTC 2026","passed","Fri Sep 04 03:17:19 UTC 2026","","","",""
"","151","cancels without issuing a request","Workflows — delete confirmation (hardened)","Fri Sep 04 03:14:40 UTC 2026","passed","Fri Sep 04 03:14:40 UTC 2026","","","",""
"","1","renders status publish_failed with the right tone","DraftStatusBadge","Fri Sep 04 03:15:54 UTC 2026","passed","Fri Sep 04 03:15:54 UTC 2026","","","",""
"","1","parses quoted fields with embedded delimiters and newlines","parseDelimited","Fri Sep 04 03:15:22 UTC 2026","passed","Fri Sep 04 03:15:22 UTC 2026","","","",""
"","103","shows readable input and output signatures for a tool draft","OpenApiIntegrations","Fri Sep 04 03:14:44 UTC 2026","passed","Fri Sep 04 03:14:44 UTC 2026","","","",""
"","81","renders label, subtitle, and type","CaliberNode","Fri Sep 04 03:13:40 UTC 2026","passed","Fri Sep 04 03:13:40 UTC 2026","","","",""
"","156","reviews the prompt diff and score comparison before applying a candidate","Prompt optimization calibration edge flows","Fri Sep 04 03:14:28 UTC 2026","passed","Fri Sep 04 03:14:28 UTC 2026","","","",""
"","118","creates an AGE-native knowledge workflow starter","Workflows — template create flow","Fri Sep 04 03:14:38 UTC 2026","passed","Fri Sep 04 03:14:38 UTC 2026","","","",""
"","1","returns an empty object for an empty or non-object schema","sampleInput","Fri Sep 04 03:17:15 UTC 2026","passed","Fri Sep 04 03:17:15 UTC 2026","","","",""
"","60","lets an admin delete every deployed prompt at once","Prompts — search","Fri Sep 04 03:14:10 UTC 2026","passed","Fri Sep 04 03:14:10 UTC 2026","","","",""
"","102","creates session from suggested prompt click","CaliberAssistantPanel","Fri Sep 04 03:14:51 UTC 2026","passed","Fri Sep 04 03:14:51 UTC 2026","","","",""
"","17","shows the not-configured hint when no gateway is set","Gateway page","Fri Sep 04 03:15:30 UTC 2026","passed","Fri Sep 04 03:15:30 UTC 2026","","","",""
"","91","replays a stored run by loading its cases into the runner","prompt test run durability","Fri Sep 04 03:16:17 UTC 2026","passed","Fri Sep 04 03:16:17 UTC 2026","","","",""
"","57","shows the empty state when the selected bucket has no files","AttachmentBar — Object store modal","Fri Sep 04 03:15:08 UTC 2026","passed","Fri Sep 04 03:15:08 UTC 2026","","","",""
"","111","serializes successful cookie mutations through one origin-wide Web Lock","local auth cookie-operation coordination","Fri Sep 04 03:16:29 UTC 2026","passed","Fri Sep 04 03:16:29 UTC 2026","","","",""
"","46","surfaces a delete failure as a page-level banner","Prompts — search","Fri Sep 04 03:14:09 UTC 2026","passed","Fri Sep 04 03:14:10 UTC 2026","","","",""
"","1","preserves partial-progress diagnostics for failed uploads","workflowRunArtifactPersistence","Fri Sep 04 03:16:28 UTC 2026","passed","Fri Sep 04 03:16:28 UTC 2026","","","",""
"","224","renders immediately from cached workflow-version data","WorkflowEditor handler branches","Fri Sep 04 03:13:23 UTC 2026","passed","Fri Sep 04 03:13:23 UTC 2026","","","",""
"","1","derives action tone from tool results for %p","processStepsFromMetadata","Fri Sep 04 03:16:45 UTC 2026","passed","Fri Sep 04 03:16:45 UTC 2026","","","",""
"","135","shows the build pipeline stepper for an in-progress run","Knowledge Bases R2 declutter","Fri Sep 04 03:13:54 UTC 2026","passed","Fri Sep 04 03:13:55 UTC 2026","","","",""
"","74","surfaces recent-history estimates when exact run totals are unavailable","WorkflowDetail calibration","Fri Sep 04 03:13:07 UTC 2026","passed","Fri Sep 04 03:13:07 UTC 2026","","","",""
"","1","renders status tested with the right tone","DraftStatusBadge","Fri Sep 04 03:15:54 UTC 2026","passed","Fri Sep 04 03:15:54 UTC 2026","","","",""
"","156","enables Next when name and owner are valid, navigates to step 2","SkillWizard","Fri Sep 04 03:14:54 UTC 2026","passed","Fri Sep 04 03:14:54 UTC 2026","","Step navigation","",""
"","0","maps reasoning description for %p","assistantConfigUi","Fri Sep 04 03:17:01 UTC 2026","passed","Fri Sep 04 03:17:01 UTC 2026","","","",""
"","5","keeps the GET deadline active through JSON body parsing","caliberApi","Fri Sep 04 03:14:42 UTC 2026","passed","Fri Sep 04 03:14:42 UTC 2026","","","",""
"","96","surfaces archive failures without leaving the list","Skills page","Fri Sep 04 03:15:36 UTC 2026","passed","Fri Sep 04 03:15:36 UTC 2026","","","",""
"","1","portColor maps known data types and falls back for unknown values","node helpers","Fri Sep 04 03:14:13 UTC 2026","passed","Fri Sep 04 03:14:13 UTC 2026","","","",""
"","9","turns an empty recovery timeline into guidance that uses existing recovery evidence","workflow run panels","Fri Sep 04 03:14:31 UTC 2026","passed","Fri Sep 04 03:14:31 UTC 2026","","","",""
"","150","surfaces MCP tool policy save errors","McpServers","Fri Sep 04 03:14:35 UTC 2026","passed","Fri Sep 04 03:14:35 UTC 2026","","","",""
"","237","runs tests, shows result, and manages history","ToolPlayground panel","Fri Sep 04 03:16:13 UTC 2026","passed","Fri Sep 04 03:16:13 UTC 2026","","","",""
"","37","renders the dataset header and its example rows","EvalDatasetDetail","Fri Sep 04 03:15:03 UTC 2026","passed","Fri Sep 04 03:15:03 UTC 2026","","","",""
"","8","blocks manual approval recovery when no approved decision is attached","workflow run panels","Fri Sep 04 03:14:31 UTC 2026","passed","Fri Sep 04 03:14:31 UTC 2026","","","",""
"","63","clears the current browser session after resetting its own password","Administration","Fri Sep 04 03:15:38 UTC 2026","passed","Fri Sep 04 03:15:38 UTC 2026","","","",""
"","58","offers retrieval presets for knowledge query nodes including an AGE-ready shortcut","Inspector","Fri Sep 04 03:13:42 UTC 2026","passed","Fri Sep 04 03:13:42 UTC 2026","","","",""
"","120","imports completed Review Queue labels with trace provenance","Judges","Fri Sep 04 03:15:45 UTC 2026","passed","Fri Sep 04 03:15:46 UTC 2026","","","",""
"","34","shows no readiness panel when every check passes","Cookbooks","Fri Sep 04 03:15:53 UTC 2026","passed","Fri Sep 04 03:15:53 UTC 2026","","readiness checks","",""
"","40","renders the manifest as editable JSON","CodeView — manifest tab","Fri Sep 04 03:17:06 UTC 2026","passed","Fri Sep 04 03:17:06 UTC 2026","","","",""
"","300","keeps signoff and waiver state isolated per candidate","Releases","Fri Sep 04 03:15:05 UTC 2026","passed","Fri Sep 04 03:15:05 UTC 2026","","","",""
"","45","renders nothing before the current-user query resolves","AccessBadge","Fri Sep 04 03:17:22 UTC 2026","passed","Fri Sep 04 03:17:22 UTC 2026","","","",""
"","3","renders an em-dash for empty output","StepPreview","Fri Sep 04 03:15:01 UTC 2026","passed","Fri Sep 04 03:15:01 UTC 2026","","","",""
"","0","nodeOutputs / nodeInputs read declared ports","connect/map helpers","Fri Sep 04 03:14:13 UTC 2026","passed","Fri Sep 04 03:14:13 UTC 2026","","","",""
"","65","disables Accept for an empty (no-op) proposal — the fake-provider case","WorkflowCopilot","Fri Sep 04 03:16:15 UTC 2026","passed","Fri Sep 04 03:16:15 UTC 2026","","","",""
"","33","surfaces a forbidden account list instead of rendering it as empty","Administration","Fri Sep 04 03:15:38 UTC 2026","passed","Fri Sep 04 03:15:38 UTC 2026","","","",""
"","92","renders every default workflow node type and fires onAddNode","NodePalette","Fri Sep 04 03:13:40 UTC 2026","passed","Fri Sep 04 03:13:40 UTC 2026","","","",""
"","4","builds the canonical workflow run path","workflowRunLinks","Fri Sep 04 03:17:46 UTC 2026","passed","Fri Sep 04 03:17:46 UTC 2026","","","",""
"","321","only enables manual resume in the run monitor after an approval has been recorded","WorkflowEditor handler branches","Fri Sep 04 03:13:28 UTC 2026","passed","Fri Sep 04 03:13:29 UTC 2026","","","",""
"","200","activates an earlier version from the Use stage table","Knowledge Bases asset workspace (R1 IA)","Fri Sep 04 03:13:54 UTC 2026","passed","Fri Sep 04 03:13:54 UTC 2026","","","",""
"","41","toggles password visibility","Login","Fri Sep 04 03:16:49 UTC 2026","passed","Fri Sep 04 03:16:49 UTC 2026","","","",""
"","106","keeps the selected object in the router search params","Object Store file manager","Fri Sep 04 03:14:24 UTC 2026","passed","Fri Sep 04 03:14:24 UTC 2026","","","",""
"","31","renders each tool call with its name and outcome","ToolCallList","Fri Sep 04 03:17:38 UTC 2026","passed","Fri Sep 04 03:17:38 UTC 2026","","","",""
"","94","renders side-effect level selector with default read","ToolWizard","Fri Sep 04 03:15:11 UTC 2026","passed","Fri Sep 04 03:15:11 UTC 2026","","Step 5: Safety & Review","",""
"","98","registers the Playwright quick-connect template with browser tools","McpServers","Fri Sep 04 03:14:33 UTC 2026","passed","Fri Sep 04 03:14:33 UTC 2026","","","",""
"","10","renders unified diff with stats","PromptDiff","Fri Sep 04 03:17:02 UTC 2026","passed","Fri Sep 04 03:17:02 UTC 2026","","","",""
"","112","adds and removes tags","SkillWizard","Fri Sep 04 03:14:55 UTC 2026","passed","Fri Sep 04 03:14:55 UTC 2026","","Step 1: Identity & Classification","",""
"","78","lets orchestration nodes target executable non-agent nodes","Inspector","Fri Sep 04 03:13:43 UTC 2026","passed","Fri Sep 04 03:13:43 UTC 2026","","","",""
"","0","blank has only start + output","templateManifest","Fri Sep 04 03:14:13 UTC 2026","passed","Fri Sep 04 03:14:13 UTC 2026","","","",""
"","6","turns empty approval history into stopped-run guidance when no approval checkpoint exists","workflow run panels","Fri Sep 04 03:14:31 UTC 2026","passed","Fri Sep 04 03:14:31 UTC 2026","","","",""
"","240","blocks knowledge-base creation when local embeddings are flagged in the runtime","Knowledge Bases page","Fri Sep 04 03:13:47 UTC 2026","passed","Fri Sep 04 03:13:48 UTC 2026","","","",""
"","30","shows error when API fails","Prompts","Fri Sep 04 03:13:58 UTC 2026","passed","Fri Sep 04 03:13:58 UTC 2026","","","",""
"","111","imports a skill package and navigates to the new skill","SkillDetail","Fri Sep 04 03:14:48 UTC 2026","passed","Fri Sep 04 03:14:48 UTC 2026","","","",""
"","129","mounts the shared version-management panel on the Use stage","Knowledge Bases asset workspace (R1 IA)","Fri Sep 04 03:13:54 UTC 2026","passed","Fri Sep 04 03:13:54 UTC 2026","","","",""
"","135","clears the error when a field is edited","Login","Fri Sep 04 03:16:49 UTC 2026","passed","Fri Sep 04 03:16:49 UTC 2026","","","",""
"","67","clearly labels an explicitly public legacy service","WorkflowDetail Service tab","Fri Sep 04 03:15:14 UTC 2026","passed","Fri Sep 04 03:15:15 UTC 2026","","","",""
"","149","supports selecting multiple methods (match any of the selected)","Prompts","Fri Sep 04 03:14:02 UTC 2026","passed","Fri Sep 04 03:14:02 UTC 2026","","","",""
"","113","offers all eight check kinds in the add dropdown","GuardrailChecksEditor","Fri Sep 04 03:16:46 UTC 2026","passed","Fri Sep 04 03:16:46 UTC 2026","","","",""
"","1","builds input/output schema from raw json and falls back on parse errors","ToolWizard helpers","Fri Sep 04 03:17:10 UTC 2026","passed","Fri Sep 04 03:17:10 UTC 2026","","","",""
"","25","shows the first-run empty state when there are no workflows","Workflows — empty & error states","Fri Sep 04 03:14:38 UTC 2026","passed","Fri Sep 04 03:14:38 UTC 2026","","","",""
"","0","graph_hybrid_rag pins GraphRAG hybrid retrieval on the knowledge query node","templateManifest","Fri Sep 04 03:14:13 UTC 2026","passed","Fri Sep 04 03:14:13 UTC 2026","","","",""
"","71","shows a loading state while the listing resolves","BucketTree","Fri Sep 04 03:15:22 UTC 2026","passed","Fri Sep 04 03:15:22 UTC 2026","","","",""
"","137","confirms with an empty reason by default","ConfirmDialog","Fri Sep 04 03:17:33 UTC 2026","passed","Fri Sep 04 03:17:33 UTC 2026","","","",""
"","84","renders version rows and a draft editor shortcut","WorkflowDetail calibration","Fri Sep 04 03:13:02 UTC 2026","passed","Fri Sep 04 03:13:02 UTC 2026","","","",""
"","0","autoMapCompatiblePorts skips incompatible outputs before falling back positionally","connect/map helpers","Fri Sep 04 03:14:13 UTC 2026","passed","Fri Sep 04 03:14:13 UTC 2026","","","",""
"","10","shows loading and empty states","ToolTests panel","Fri Sep 04 03:16:13 UTC 2026","passed","Fri Sep 04 03:16:13 UTC 2026","","","",""
"","96","switches the client snippet between curl, Python, and JavaScript","WorkflowDetail Service tab","Fri Sep 04 03:15:15 UTC 2026","passed","Fri Sep 04 03:15:15 UTC 2026","","","",""
"","35","changes to plan from the dropdown","ModeSelector","Fri Sep 04 03:15:54 UTC 2026","passed","Fri Sep 04 03:15:54 UTC 2026","","","",""
"","83","extracts Excel workbooks to a table","Object Store file manager","Fri Sep 04 03:14:23 UTC 2026","passed","Fri Sep 04 03:14:23 UTC 2026","","","",""
"","1","lays out by BFS depth (start left of agent left of final)","manifestToFlow","Fri Sep 04 03:14:13 UTC 2026","passed","Fri Sep 04 03:14:13 UTC 2026","","","",""
"","520","drafts a prompt from a description and hands off to the manual builder","Prompts","Fri Sep 04 03:14:04 UTC 2026","passed","Fri Sep 04 03:14:05 UTC 2026","","","",""
"","36","toggles agent skills and fires onChangeNode","Inspector","Fri Sep 04 03:13:41 UTC 2026","passed","Fri Sep 04 03:13:41 UTC 2026","","","",""
"","112","clears cache and remounts authenticated state on a same-user generation change","App shell end-to-end journeys","Fri Sep 04 03:14:16 UTC 2026","passed","Fri Sep 04 03:14:16 UTC 2026","","","",""
"","223","shows scheduled wait messaging for wait_until runs and resumes without event payload","WorkflowDetail calibration","Fri Sep 04 03:13:07 UTC 2026","passed","Fri Sep 04 03:13:08 UTC 2026","","","",""
"","0","treats an empty hash as no hash","externalLinks port-5001 + hash branches","Fri Sep 04 03:15:16 UTC 2026","passed","Fri Sep 04 03:15:16 UTC 2026","","","",""
"","112","surfaces and operates all three recovery queues","Releases","Fri Sep 04 03:15:06 UTC 2026","passed","Fri Sep 04 03:15:06 UTC 2026","","","",""
"","53","renders the null model/version as em dashes in the header","Prompts — Workspace","Fri Sep 04 03:14:10 UTC 2026","passed","Fri Sep 04 03:14:10 UTC 2026","","","",""
"","2","builds export payloads and markdown from worksheet evidence","workflowBakeoff","Fri Sep 04 03:16:12 UTC 2026","passed","Fri Sep 04 03:16:12 UTC 2026","","","",""
"","181","shows line count for content","SkillWizard","Fri Sep 04 03:14:56 UTC 2026","passed","Fri Sep 04 03:14:56 UTC 2026","","Step 2: Content (Progressive Disclosure)","",""
"","99","navigates to workflow detail from the card name button","Workflows page","Fri Sep 04 03:12:56 UTC 2026","passed","Fri Sep 04 03:12:56 UTC 2026","","","",""
"","548","hides the deployment-alias selector in the prompt create wizard","single-environment defaults","Fri Sep 04 03:17:11 UTC 2026","passed","Fri Sep 04 03:17:12 UTC 2026","","","",""
"","5","renders children","Badge","Fri Sep 04 03:17:32 UTC 2026","passed","Fri Sep 04 03:17:32 UTC 2026","","","",""
"","103","deploys a published version to an alias from the deployments tab","WorkflowDetail calibration","Fri Sep 04 03:13:02 UTC 2026","passed","Fri Sep 04 03:13:02 UTC 2026","","","",""
"","141","turns saved-version fallback into active-gate guidance when the run is still waiting","WorkflowDetail calibration","Fri Sep 04 03:13:19 UTC 2026","passed","Fri Sep 04 03:13:19 UTC 2026","","","",""
"","139","shows queue-disabled scheduled wait guidance in the monitor when wait_until runs cannot resume","WorkflowEditor handler branches","Fri Sep 04 03:13:30 UTC 2026","passed","Fri Sep 04 03:13:30 UTC 2026","","","",""
"","1","shows empty state","GraphDiff","Fri Sep 04 03:13:43 UTC 2026","passed","Fri Sep 04 03:13:43 UTC 2026","","","",""
"","1","rejects unsupported workflow node types","WorkflowEditor newNode","Fri Sep 04 03:16:51 UTC 2026","passed","Fri Sep 04 03:16:51 UTC 2026","","","",""
"","30","shows load and action errors","Skills page","Fri Sep 04 03:15:36 UTC 2026","passed","Fri Sep 04 03:15:36 UTC 2026","","","",""
"","183","links Docs to the documentation HTML in a new tab","Sidebar plans badge","Fri Sep 04 03:17:21 UTC 2026","passed","Fri Sep 04 03:17:21 UTC 2026","","","",""
"","1","labels edges with the data map","manifestToFlow","Fri Sep 04 03:14:13 UTC 2026","passed","Fri Sep 04 03:14:13 UTC 2026","","","",""
"","98","keeps a queued message when the send fails instead of deleting it","CaliberAssistantPanel — queue & steer","Fri Sep 04 03:16:23 UTC 2026","passed","Fri Sep 04 03:16:23 UTC 2026","","","",""
"","25","lists tools with side-effect badges","ToolRegistry page","Fri Sep 04 03:12:57 UTC 2026","passed","Fri Sep 04 03:12:57 UTC 2026","","","",""
"","1","falls back when persisted process steps are invalid: %p","processStepsFromMetadata","Fri Sep 04 03:16:45 UTC 2026","passed","Fri Sep 04 03:16:45 UTC 2026","","","",""
"","21","renders the no-prompts-to-calibrate state for a pure placeholder","Prompt optimization calibration edge flows","Fri Sep 04 03:14:28 UTC 2026","passed","Fri Sep 04 03:14:28 UTC 2026","","","",""
"","3","nodeGuide and nodeValidationSummary expose readiness guidance","node helpers","Fri Sep 04 03:14:13 UTC 2026","passed","Fri Sep 04 03:14:13 UTC 2026","","","",""
"","123","Bind: selecting Agent + binding calls bindSkill and header reflects Bound","SkillWorkspace","Fri Sep 04 03:15:28 UTC 2026","passed","Fri Sep 04 03:15:28 UTC 2026","","","",""
"","149","turns missing workflow session ids into stopped-run guidance","WorkflowDetail calibration","Fri Sep 04 03:13:17 UTC 2026","passed","Fri Sep 04 03:13:17 UTC 2026","","","",""
"","500","creates a skill with all fields and closes","SkillWizard","Fri Sep 04 03:14:59 UTC 2026","passed","Fri Sep 04 03:14:59 UTC 2026","","Full wizard submission","",""
"","0","knowledge_age pins AGE graph retrieval on the knowledge query node","templateManifest","Fri Sep 04 03:14:13 UTC 2026","passed","Fri Sep 04 03:14:13 UTC 2026","","","",""
"","325","switches the span view to the timeline waterfall","Observability page","Fri Sep 04 03:15:24 UTC 2026","passed","Fri Sep 04 03:15:24 UTC 2026","","","",""
"","301","registers an existing prompt via the Write/paste fast path","Prompts","Fri Sep 04 03:14:00 UTC 2026","passed","Fri Sep 04 03:14:00 UTC 2026","","","",""
"","20","calls onClose when X button is clicked","ToolWizard","Fri Sep 04 03:15:10 UTC 2026","passed","Fri Sep 04 03:15:10 UTC 2026","","Step navigation","",""
"","31","closes via the header X button without saving","AssistantSettings","Fri Sep 04 03:15:33 UTC 2026","passed","Fri Sep 04 03:15:33 UTC 2026","","","",""
"","92","renders the span tree with badges, durations, and nesting","WorkflowRunTracePanel","Fri Sep 04 03:16:59 UTC 2026","passed","Fri Sep 04 03:16:59 UTC 2026","","","",""
"","138","disables workflow-wide event matching when the checkpoint never captured the required correlation value","WorkflowEditor handler branches","Fri Sep 04 03:13:31 UTC 2026","passed","Fri Sep 04 03:13:31 UTC 2026","","","",""
"","198","uses lifecycle-aware stream messaging when a monitored run is recovered and re-queued","WorkflowEditor handler branches","Fri Sep 04 03:13:37 UTC 2026","passed","Fri Sep 04 03:13:37 UTC 2026","","","",""
"","1","renders status publishing with the right tone","DraftStatusBadge","Fri Sep 04 03:15:54 UTC 2026","passed","Fri Sep 04 03:15:54 UTC 2026","","","",""
"","22","shows fresh compile outputs, requirements, and refetches the persisted version","WorkflowVersionDetail page","Fri Sep 04 03:13:20 UTC 2026","passed","Fri Sep 04 03:13:21 UTC 2026","","","",""
"","53","opens the file dialog when the Upload file menu item is clicked","AttachmentBar — upload via file picker","Fri Sep 04 03:15:07 UTC 2026","passed","Fri Sep 04 03:15:07 UTC 2026","","","",""
"","503","saves an OAuth client-credentials auth binding for a draft","OpenApiIntegrations","Fri Sep 04 03:14:44 UTC 2026","passed","Fri Sep 04 03:14:45 UTC 2026","","","",""
"","6","turns an empty retry lineage into recovery guidance for paused runs","workflow run panels","Fri Sep 04 03:14:31 UTC 2026","passed","Fri Sep 04 03:14:31 UTC 2026","","","",""
"","77","opens detail when the New skill button reuses the build view","Skills page","Fri Sep 04 03:15:36 UTC 2026","passed","Fri Sep 04 03:15:36 UTC 2026","","","",""
"","562","lists agent configurations and registers a new one","Agents lifecycle UI","Fri Sep 04 03:15:47 UTC 2026","passed","Fri Sep 04 03:15:48 UTC 2026","","","",""
"","150","submits schema when defined via visual builder","ToolWizard","Fri Sep 04 03:15:12 UTC 2026","passed","Fri Sep 04 03:15:12 UTC 2026","","Full wizard submission","",""
"","174","configures knowledge query nodes with KB versions, AGE retrieval, and graph overrides","Inspector","Fri Sep 04 03:13:42 UTC 2026","passed","Fri Sep 04 03:13:42 UTC 2026","","","",""
"","48","surfaces child workflow diagnostics across the step map, snapshot, and event timeline","WorkflowRunDebugger","Fri Sep 04 03:14:12 UTC 2026","passed","Fri Sep 04 03:14:12 UTC 2026","","","",""
"","131","lists past calibration runs and loads detail when one is selected","Knowledge Bases page","Fri Sep 04 03:13:53 UTC 2026","passed","Fri Sep 04 03:13:53 UTC 2026","","","",""
"","21","calls onAnswer when an option is clicked","QuestionList","Fri Sep 04 03:16:25 UTC 2026","passed","Fri Sep 04 03:16:25 UTC 2026","","","",""
"","74","renders assistant process steps and action traces from message metadata","CaliberAssistantPanel","Fri Sep 04 03:14:50 UTC 2026","passed","Fri Sep 04 03:14:50 UTC 2026","","","",""
