"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","29","says the store is disabled rather than showing an empty inventory","Administration","Fri Sep 04 03:15:38 UTC 2026","passed","Fri Sep 04 03:15:38 UTC 2026","","","",""
"","81","surfaces restore failures and re-enables the action","EvalDatasetDetail","Fri Sep 04 03:15:03 UTC 2026","passed","Fri Sep 04 03:15:03 UTC 2026","","","",""
"","380","can sync an existing version into Apache AGE after the build completes","Knowledge Bases page","Fri Sep 04 03:13:48 UTC 2026","passed","Fri Sep 04 03:13:49 UTC 2026","","","",""
"","279","preflights an uploaded manifest before importing it as a new workflow","Workflows — clone and manifest import","Fri Sep 04 03:14:39 UTC 2026","passed","Fri Sep 04 03:14:40 UTC 2026","","","",""
"","191","duplicates the selected node with Cmd+D","WorkflowEditor page","Fri Sep 04 03:12:58 UTC 2026","passed","Fri Sep 04 03:12:59 UTC 2026","","","",""
"","162","keeps promptless placeholders in the backlog (not openable as a workspace)","Prompts","Fri Sep 04 03:13:58 UTC 2026","passed","Fri Sep 04 03:13:59 UTC 2026","","","",""
"","115","never shows an agent picker anywhere in skill testing","SkillWorkspace","Fri Sep 04 03:15:27 UTC 2026","passed","Fri Sep 04 03:15:27 UTC 2026","","","",""
"","12","calls onAnswer for option beta","QuestionList","Fri Sep 04 03:15:54 UTC 2026","passed","Fri Sep 04 03:15:54 UTC 2026","","","",""
"","95","shows usage, tags, request, assessments, and identity chips","Observability page","Fri Sep 04 03:15:24 UTC 2026","passed","Fri Sep 04 03:15:24 UTC 2026","","","",""
"","96","opens a component reference panel before adding a node","NodePalette","Fri Sep 04 03:13:41 UTC 2026","passed","Fri Sep 04 03:13:41 UTC 2026","","","",""
"","70","renders non-empty patch list with graph diffs","WorkflowDetail calibration","Fri Sep 04 03:13:05 UTC 2026","passed","Fri Sep 04 03:13:05 UTC 2026","","","",""
"","3","shows warnings","ValidationPanel","Fri Sep 04 03:16:25 UTC 2026","passed","Fri Sep 04 03:16:25 UTC 2026","","","",""
"","116","deletes a single object and clears the selected row state","Object Store file manager","Fri Sep 04 03:14:22 UTC 2026","passed","Fri Sep 04 03:14:22 UTC 2026","","","",""
"","256","retries a failed run from the selected checkpoint","WorkflowDetail calibration","Fri Sep 04 03:13:19 UTC 2026","passed","Fri Sep 04 03:13:19 UTC 2026","","","",""
"","1308","supports cancel, retry, approve, and resume run actions from run details","WorkflowDetail calibration","Fri Sep 04 03:13:05 UTC 2026","passed","Fri Sep 04 03:13:06 UTC 2026","","","",""
"","2","renders status draft with the right tone","DraftStatusBadge","Fri Sep 04 03:15:54 UTC 2026","passed","Fri Sep 04 03:15:54 UTC 2026","","","",""
"","0","returns null when calibration_spec is not a record","workflowCalibrationView","Fri Sep 04 03:15:16 UTC 2026","passed","Fri Sep 04 03:15:16 UTC 2026","","","",""
"","11","Auto-Map matches by name","ConnectMapPopover","Fri Sep 04 03:13:43 UTC 2026","passed","Fri Sep 04 03:13:43 UTC 2026","","","",""
"","17","shows bundle readiness and downloads the sealed release","WorkflowVersionDetail page","Fri Sep 04 03:13:20 UTC 2026","passed","Fri Sep 04 03:13:20 UTC 2026","","","",""
"","6","turns partial lineage warnings into completed-run reconstruction guidance","workflow run panels","Fri Sep 04 03:14:31 UTC 2026","passed","Fri Sep 04 03:14:31 UTC 2026","","","",""
"","7","renders questions and option buttons","QuestionList","Fri Sep 04 03:16:25 UTC 2026","passed","Fri Sep 04 03:16:25 UTC 2026","","","",""
"","6","surfaces skipped bucket objects and truncation in the storage diagnostics card","StepPreview","Fri Sep 04 03:15:01 UTC 2026","passed","Fri Sep 04 03:15:01 UTC 2026","","","",""
"","59","blocks metadata values that are valid JSON but not an object","SkillDetail","Fri Sep 04 03:14:48 UTC 2026","passed","Fri Sep 04 03:14:48 UTC 2026","","","",""
"","81","auto-lowercases typed characters for kebab-case","SkillWizard","Fri Sep 04 03:14:55 UTC 2026","passed","Fri Sep 04 03:14:55 UTC 2026","","Step 1: Identity & Classification","",""
"","61","offers only compatible completed baselines and discloses changed variables","EvaluationDetail page","Fri Sep 04 03:15:18 UTC 2026","passed","Fri Sep 04 03:15:18 UTC 2026","","","",""
"","24","renders rich agent details, connections, and additional properties","NodeDetailPanel","Fri Sep 04 03:13:43 UTC 2026","passed","Fri Sep 04 03:13:43 UTC 2026","","","",""
"","19","cancel fires onCancel","ConfirmDialog","Fri Sep 04 03:17:33 UTC 2026","passed","Fri Sep 04 03:17:33 UTC 2026","","","",""
"","34","shows needs-prompt status for agents without a prompt","Prompts","Fri Sep 04 03:13:58 UTC 2026","passed","Fri Sep 04 03:13:58 UTC 2026","","","",""
"","56","shows the versioning policy (advisory gate defaults) on the Versioning tab","Settings page","Fri Sep 04 03:15:41 UTC 2026","passed","Fri Sep 04 03:15:41 UTC 2026","","","",""
"","176","opens a skill into its Workspace with six stage tabs and back returns","Skills page","Fri Sep 04 03:15:36 UTC 2026","passed","Fri Sep 04 03:15:36 UTC 2026","","","",""
"","28","renders compact process chips","AssistantProcessSteps","Fri Sep 04 03:17:40 UTC 2026","passed","Fri Sep 04 03:17:40 UTC 2026","","","",""
"","100","refetches when the status filter changes","Observability page","Fri Sep 04 03:15:24 UTC 2026","passed","Fri Sep 04 03:15:25 UTC 2026","","","",""
"","2","renders data edges and dashed handoff edges","manifestToFlow","Fri Sep 04 03:14:13 UTC 2026","passed","Fri Sep 04 03:14:13 UTC 2026","","","",""
"","49","keeps admin-only lifecycle mutations out of the viewer UI","Agents lifecycle UI","Fri Sep 04 03:15:48 UTC 2026","passed","Fri Sep 04 03:15:48 UTC 2026","","","",""
"","7","turns partial lineage warnings into active-run guidance when parent history is missing","workflow run panels","Fri Sep 04 03:14:31 UTC 2026","passed","Fri Sep 04 03:14:31 UTC 2026","","","",""
"","3","does not replay a CSRF-rejected write under a newer auth boundary","caliberApi","Fri Sep 04 03:14:41 UTC 2026","passed","Fri Sep 04 03:14:41 UTC 2026","","","",""
"","1","returns null when there are no source params","knowledgeBuildLaunch","Fri Sep 04 03:15:16 UTC 2026","passed","Fri Sep 04 03:15:16 UTC 2026","","","",""
"","294","loads paged run history and uses server-backed filters to find older runs","WorkflowDetail calibration","Fri Sep 04 03:13:07 UTC 2026","passed","Fri Sep 04 03:13:07 UTC 2026","","","",""
"","879","validates, creates, and cancels prompt creation","Prompts","Fri Sep 04 03:13:59 UTC 2026","passed","Fri Sep 04 03:14:00 UTC 2026","","","",""
"","34","starts closed and uncollapsed with the default width","AssistantPanelContext","Fri Sep 04 03:16:38 UTC 2026","passed","Fri Sep 04 03:16:38 UTC 2026","","","",""
"","14","selects artifact type workflow","ArtifactTypeSelector","Fri Sep 04 03:15:54 UTC 2026","passed","Fri Sep 04 03:15:54 UTC 2026","","","",""
"","65","updates output bucket and output folder settings","Inspector","Fri Sep 04 03:13:42 UTC 2026","passed","Fri Sep 04 03:13:42 UTC 2026","","","",""
"","1","derives tool-action counts from metadata %p","processStepsFromMetadata","Fri Sep 04 03:16:45 UTC 2026","passed","Fri Sep 04 03:16:45 UTC 2026","","","",""
"","7","renders backend field descriptions inline for inspector controls","Inspector","Fri Sep 04 03:13:42 UTC 2026","passed","Fri Sep 04 03:13:42 UTC 2026","","","",""
"","1","fills safe defaults for uploaded examples with missing input or expected fields","Prompts utility helpers","Fri Sep 04 03:16:56 UTC 2026","passed","Fri Sep 04 03:16:56 UTC 2026","","","",""
"","4","renders the current approval mode manual","ApprovalModeSelector","Fri Sep 04 03:15:54 UTC 2026","passed","Fri Sep 04 03:15:54 UTC 2026","","","",""
"","1","writes default skill mode manual","assistantPreferences","Fri Sep 04 03:17:22 UTC 2026","passed","Fri Sep 04 03:17:22 UTC 2026","","","",""
"","38","updates workflow-level session memory settings","Inspector","Fri Sep 04 03:13:41 UTC 2026","passed","Fri Sep 04 03:13:41 UTC 2026","","","",""
"","226","shows retry lineage for a selected run and lets operators navigate attempts","WorkflowDetail calibration","Fri Sep 04 03:13:20 UTC 2026","passed","Fri Sep 04 03:13:20 UTC 2026","","","",""
"","7","surfaces checkpoint retry context inside retry lineage summaries","workflow run panels","Fri Sep 04 03:14:31 UTC 2026","passed","Fri Sep 04 03:14:31 UTC 2026","","","",""
"","94","turns missing run graphs into recovery guidance when only checkpoint evidence remains","WorkflowDetail calibration","Fri Sep 04 03:13:20 UTC 2026","passed","Fri Sep 04 03:13:20 UTC 2026","","","",""
"","0","deriveEdgeMap leaves typed mismatches unmapped so the editor can warn","connect/map helpers","Fri Sep 04 03:14:13 UTC 2026","passed","Fri Sep 04 03:14:13 UTC 2026","","","",""
"","31","says a bounded sample was bounded, and by how much","EvaluationDetail evidence panel","Fri Sep 04 03:15:18 UTC 2026","passed","Fri Sep 04 03:15:18 UTC 2026","","","",""
"","227","keeps one query observer across a sustained polling cadence","shared health poll","Fri Sep 04 03:17:08 UTC 2026","passed","Fri Sep 04 03:17:09 UTC 2026","","","",""
"","13","labels runtime approval checkpoints distinctly from human approval nodes","workflow run panels","Fri Sep 04 03:14:30 UTC 2026","passed","Fri Sep 04 03:14:30 UTC 2026","","","",""
"","1","does not treat a value string as a key","highlightTokens — JSON classification","Fri Sep 04 03:17:23 UTC 2026","passed","Fri Sep 04 03:17:23 UTC 2026","","","",""
"","138","turns approval lookup failures into stopped-run recovery guidance in the run monitor","WorkflowEditor handler branches","Fri Sep 04 03:13:35 UTC 2026","passed","Fri Sep 04 03:13:35 UTC 2026","","","",""
"","1","renders status testing with the right tone","DraftStatusBadge","Fri Sep 04 03:15:54 UTC 2026","passed","Fri Sep 04 03:15:54 UTC 2026","","","",""
"","1","renders error-boundary protected and compensation references","manifestToFlow","Fri Sep 04 03:14:13 UTC 2026","passed","Fri Sep 04 03:14:13 UTC 2026","","","",""
"","73","disables start when no deploy-gate dataset is available","WorkflowDetail calibration","Fri Sep 04 03:13:02 UTC 2026","passed","Fri Sep 04 03:13:02 UTC 2026","","","",""
"","36","reacts to workflow.run.recovered event-stream messages","WorkflowDetail calibration","Fri Sep 04 03:13:13 UTC 2026","passed","Fri Sep 04 03:13:14 UTC 2026","","","",""
"","391","opens quick-add from a node and inserts a connected guardrail","WorkflowEditor page","Fri Sep 04 03:13:00 UTC 2026","passed","Fri Sep 04 03:13:00 UTC 2026","","","",""
"","41","keeps existing lineage visible when an upload fails","RunFilePanel","Fri Sep 04 03:15:20 UTC 2026","passed","Fri Sep 04 03:15:20 UTC 2026","","","",""
"","83","deletes a folder through the recursive delete endpoint","Object Store file manager","Fri Sep 04 03:14:22 UTC 2026","passed","Fri Sep 04 03:14:22 UTC 2026","","","",""
"","4","shows a no-rows message when there are no sheets","DataTable","Fri Sep 04 03:15:22 UTC 2026","passed","Fri Sep 04 03:15:22 UTC 2026","","","",""
"","36","honors a custom option testId","ChipMultiSelect","Fri Sep 04 03:17:18 UTC 2026","passed","Fri Sep 04 03:17:18 UTC 2026","","","",""
"","34","hides archived sessions from the visible list and count","ChatHistory","Fri Sep 04 03:15:33 UTC 2026","passed","Fri Sep 04 03:15:33 UTC 2026","","","",""
"","97","routes a validation problem into the selected inspector field","WorkflowEditor handler branches","Fri Sep 04 03:13:28 UTC 2026","passed","Fri Sep 04 03:13:28 UTC 2026","","","",""
"","1","parses JSON arrays directly","Prompts utility helpers","Fri Sep 04 03:16:56 UTC 2026","passed","Fri Sep 04 03:16:56 UTC 2026","","","",""
"","222","renders the three panels and node outline","WorkflowEditor page","Fri Sep 04 03:12:57 UTC 2026","passed","Fri Sep 04 03:12:57 UTC 2026","","","",""
"","95","clones a selected version through preflight and preserves its dependency constraints","Workflows — clone and manifest import","Fri Sep 04 03:14:40 UTC 2026","passed","Fri Sep 04 03:14:40 UTC 2026","","","",""
"","105","requires an override reason to promote a gate-FAIL version","VersionPanel","Fri Sep 04 03:16:35 UTC 2026","passed","Fri Sep 04 03:16:35 UTC 2026","","","",""
"","425","supports assistant-guided resolve, plan, and execute for calibration","Prompts","Fri Sep 04 03:14:05 UTC 2026","passed","Fri Sep 04 03:14:06 UTC 2026","","","",""
"","88","renders markdown files as formatted content","Object Store file manager","Fri Sep 04 03:14:23 UTC 2026","passed","Fri Sep 04 03:14:23 UTC 2026","","","",""
"","159","generates and runs MCP tool tests in the playground","McpServers playground","Fri Sep 04 03:12:57 UTC 2026","passed","Fri Sep 04 03:12:57 UTC 2026","","","",""
"","1","creates MCP tool bindings from agent tool refs","ensureAgentToolBindings","Fri Sep 04 03:17:17 UTC 2026","passed","Fri Sep 04 03:17:17 UTC 2026","","","",""
"","49","redirects back to the workflow list when the live stream reports deletion","WorkflowDetail calibration","Fri Sep 04 03:13:17 UTC 2026","passed","Fri Sep 04 03:13:17 UTC 2026","","","",""
"","11","requires acknowledging warnings before Next","PublishDrawer","Fri Sep 04 03:13:43 UTC 2026","passed","Fri Sep 04 03:13:43 UTC 2026","","","",""
"","2","rejoins to the exact Python input","highlightTokens — lossless","Fri Sep 04 03:17:23 UTC 2026","passed","Fri Sep 04 03:17:23 UTC 2026","","","",""
"","33","renders the empty state when there are no buckets","TraceMetricsCharts","Fri Sep 04 03:17:00 UTC 2026","passed","Fri Sep 04 03:17:00 UTC 2026","","","",""
"","3","renders test report state {""passed"":false,""total"":2,""failures"":2,""details"":[{""passed"":false},{""test"":""type-check"",""passed"":false}],""error"":""Compilation failed""}","TestPanel","Fri Sep 04 03:15:55 UTC 2026","passed","Fri Sep 04 03:15:55 UTC 2026","","","",""
"","1","nodeGuide checks the right field per API Request mode","node helpers","Fri Sep 04 03:14:13 UTC 2026","passed","Fri Sep 04 03:14:13 UTC 2026","","","",""
"","1","appendThemeHintToUrl keeps relative URLs relative (path+search+hash)","externalLinks port-5001 + hash branches","Fri Sep 04 03:15:16 UTC 2026","passed","Fri Sep 04 03:15:16 UTC 2026","","","",""
"","54","surfaces direct tool-node diagnostics across the step map, snapshot, and event timeline","WorkflowRunDebugger","Fri Sep 04 03:14:12 UTC 2026","passed","Fri Sep 04 03:14:12 UTC 2026","","","",""
"","120","does not expose login until a delayed server logout has settled","App shell end-to-end journeys","Fri Sep 04 03:14:17 UTC 2026","passed","Fri Sep 04 03:14:17 UTC 2026","","","",""
"","1","prefers backend starter node templates when provided","WorkflowEditor newNode","Fri Sep 04 03:16:51 UTC 2026","passed","Fri Sep 04 03:16:51 UTC 2026","","","",""
"","31","renders the live board and the promotion/rollback timeline","Releases","Fri Sep 04 03:15:05 UTC 2026","passed","Fri Sep 04 03:15:05 UTC 2026","","","",""
"","3","renders fallback when node id is missing","NodeDetailPanel","Fri Sep 04 03:13:43 UTC 2026","passed","Fri Sep 04 03:13:43 UTC 2026","","","",""
"","190","selecting a node from the outline shows its inspector","WorkflowEditor page","Fri Sep 04 03:12:57 UTC 2026","passed","Fri Sep 04 03:12:58 UTC 2026","","","",""
"","19","renders the manifest, validates, and shows export mode metadata","WorkflowVersionDetail page","Fri Sep 04 03:13:20 UTC 2026","passed","Fri Sep 04 03:13:20 UTC 2026","","","",""
"","41","groups MCP Servers and the LLM Gateway together as integrations","Sidebar navigation groups","Fri Sep 04 03:16:19 UTC 2026","passed","Fri Sep 04 03:16:19 UTC 2026","","","",""
"","227","refreshes the selected run debugger and session memory when a live step event arrives","WorkflowDetail calibration","Fri Sep 04 03:13:15 UTC 2026","passed","Fri Sep 04 03:13:15 UTC 2026","","","",""
"","18","formats the totals: locale counts, percent error rate, rounded latency, dollar cost","TraceMetricsCharts","Fri Sep 04 03:17:00 UTC 2026","passed","Fri Sep 04 03:17:00 UTC 2026","","","",""
"","288","surfaces the graph-native blueprint before the first build exists","Knowledge Bases page","Fri Sep 04 03:13:45 UTC 2026","passed","Fri Sep 04 03:13:46 UTC 2026","","","",""
"","205","publishes from the drawer after validating","WorkflowEditor page","Fri Sep 04 03:13:00 UTC 2026","passed","Fri Sep 04 03:13:00 UTC 2026","","","",""
"","5","renders multiple chips in order","AssistantProcessSteps","Fri Sep 04 03:16:45 UTC 2026","passed","Fri Sep 04 03:16:45 UTC 2026","","","",""
"","0","maps reasoning label for %p","assistantConfigUi","Fri Sep 04 03:17:01 UTC 2026","passed","Fri Sep 04 03:17:01 UTC 2026","","","",""
"","1","augments storage detail when bucket diagnostics add skips or truncation","describeStepChange","Fri Sep 04 03:15:01 UTC 2026","passed","Fri Sep 04 03:15:01 UTC 2026","","","",""
"","2","parses uploaded JSON and JSONL datasets","Prompts utility helpers","Fri Sep 04 03:16:56 UTC 2026","passed","Fri Sep 04 03:16:56 UTC 2026","","","",""
"","0","ignores malformed MCP tool refs and unknown MCP servers","agent tool bindings","Fri Sep 04 03:14:13 UTC 2026","passed","Fri Sep 04 03:14:13 UTC 2026","","","",""
"","52","runs a tool with JSON input from the detail page","ToolDetail page","Fri Sep 04 03:13:21 UTC 2026","passed","Fri Sep 04 03:13:21 UTC 2026","","","",""
"","126","keeps the run monitor alive when persisted run events cannot be loaded","WorkflowEditor handler branches","Fri Sep 04 03:13:35 UTC 2026","passed","Fri Sep 04 03:13:36 UTC 2026","","","",""
"","3","reads LIVE in single-environment (prod) mode","LiveBadge","Fri Sep 04 03:17:47 UTC 2026","passed","Fri Sep 04 03:17:47 UTC 2026","","","",""
"","84","renders a video player for media files","Object Store file manager","Fri Sep 04 03:14:23 UTC 2026","passed","Fri Sep 04 03:14:23 UTC 2026","","","",""
"","47","stores resized bucket pane widths and resets them on double click","Object Store file manager","Fri Sep 04 03:14:24 UTC 2026","passed","Fri Sep 04 03:14:24 UTC 2026","","","",""
"","2617","handles quick-add/connect/map mutations and save/publish errors","WorkflowEditor handler branches","Fri Sep 04 03:13:24 UTC 2026","passed","Fri Sep 04 03:13:26 UTC 2026","","","",""
"","3","renders added/removed/modified entries","GraphDiff","Fri Sep 04 03:13:43 UTC 2026","passed","Fri Sep 04 03:13:43 UTC 2026","","","",""
"","164","labels runtime approval gates distinctly in the run monitor when a tool-gated run pauses","WorkflowEditor handler branches","Fri Sep 04 03:13:38 UTC 2026","passed","Fri Sep 04 03:13:38 UTC 2026","","","",""
"","6","converts network failures into ApiError while preserving AbortError","caliberApi","Fri Sep 04 03:14:41 UTC 2026","passed","Fri Sep 04 03:14:41 UTC 2026","","","",""
"","58","renders summary stat tiles derived from real skill data","Skills page","Fri Sep 04 03:15:35 UTC 2026","passed","Fri Sep 04 03:15:35 UTC 2026","","","",""
"","276","matches waiting runs by external event from workflow detail","WorkflowDetail calibration","Fri Sep 04 03:13:09 UTC 2026","passed","Fri Sep 04 03:13:09 UTC 2026","","","",""
"","619","validates required fields and surfaces create failures","Prompts — create/edit error flows","Fri Sep 04 03:14:08 UTC 2026","passed","Fri Sep 04 03:14:09 UTC 2026","","","",""
"","121","deletes from the workspace header, returning to the library","Knowledge Bases delete","Fri Sep 04 03:13:55 UTC 2026","passed","Fri Sep 04 03:13:55 UTC 2026","","","",""
"","109","renders promotions and applies approve/reject actions","WorkflowDetail calibration","Fri Sep 04 03:13:04 UTC 2026","passed","Fri Sep 04 03:13:05 UTC 2026","","","",""
"","137","shows an explicit resume note when approval records fail to load for a paused monitored run","WorkflowEditor handler branches","Fri Sep 04 03:13:35 UTC 2026","passed","Fri Sep 04 03:13:35 UTC 2026","","","",""
"","2","returns null when no questions","QuestionList","Fri Sep 04 03:16:25 UTC 2026","passed","Fri Sep 04 03:16:25 UTC 2026","","","",""
"","43","shows error result when test run request fails","ToolPlayground panel","Fri Sep 04 03:16:13 UTC 2026","passed","Fri Sep 04 03:16:13 UTC 2026","","","",""
"","1","appends theme hints to absolute URLs","externalLinks","Fri Sep 04 03:17:41 UTC 2026","passed","Fri Sep 04 03:17:41 UTC 2026","","","",""
"","207","keeps a manual node selection pinned while the live run advances","WorkflowDetail calibration","Fri Sep 04 03:13:16 UTC 2026","passed","Fri Sep 04 03:13:16 UTC 2026","","","",""
"","30","renders fenced code, lists, blockquotes, horizontal rules, and tables","MarkdownView","Fri Sep 04 03:15:22 UTC 2026","passed","Fri Sep 04 03:15:22 UTC 2026","","","",""
"","369","diffs two versions and renders node and deploy-gate changes","WorkflowDetail Versions tab","Fri Sep 04 03:16:41 UTC 2026","passed","Fri Sep 04 03:16:42 UTC 2026","","","",""
"","17","surfaces recovered lease diagnostics around the relevant step","WorkflowRunDebugger","Fri Sep 04 03:14:12 UTC 2026","passed","Fri Sep 04 03:14:12 UTC 2026","","","",""
"","126","deletes a guardrail after confirmation","Gateway → Guardrails tab","Fri Sep 04 03:15:31 UTC 2026","passed","Fri Sep 04 03:15:31 UTC 2026","","","",""
"","29","associates each toggle with the panel it controls","Sidebar navigation groups","Fri Sep 04 03:16:19 UTC 2026","passed","Fri Sep 04 03:16:19 UTC 2026","","","",""
"","9","marks the active row with the active border styling","ChatHistory","Fri Sep 04 03:15:33 UTC 2026","passed","Fri Sep 04 03:15:33 UTC 2026","","","",""
"","1","normalizes a '/#'-prefixed hash by stripping the leading slash","externalLinks port-5001 + hash branches","Fri Sep 04 03:15:16 UTC 2026","passed","Fri Sep 04 03:15:16 UTC 2026","","","",""
"","92","goes back to step 1 when clicking Back from step 2","ToolWizard","Fri Sep 04 03:15:10 UTC 2026","passed","Fri Sep 04 03:15:10 UTC 2026","","Step navigation","",""
"","3","renders the current approval mode agent_review","ApprovalModeSelector","Fri Sep 04 03:15:54 UTC 2026","passed","Fri Sep 04 03:15:54 UTC 2026","","","",""
"","4","renders MLflow prompt references for agent instructions","NodeDetailPanel","Fri Sep 04 03:13:43 UTC 2026","passed","Fri Sep 04 03:13:43 UTC 2026","","","",""
"","180","auto-follows the live node when a selected run receives workflow.run.node_started","WorkflowDetail calibration","Fri Sep 04 03:13:15 UTC 2026","passed","Fri Sep 04 03:13:16 UTC 2026","","","",""
"","251","decomposes a goal and opens the new plan's step DAG","AriaPlans","Fri Sep 04 03:15:43 UTC 2026","passed","Fri Sep 04 03:15:43 UTC 2026","","","",""
"","64","lists accounts with their status and last login","Administration","Fri Sep 04 03:15:38 UTC 2026","passed","Fri Sep 04 03:15:38 UTC 2026","","","",""
"","2","summarizes storage, knowledge, loop, and child-workflow steps from diagnostics","describeStepChange","Fri Sep 04 03:15:01 UTC 2026","passed","Fri Sep 04 03:15:01 UTC 2026","","","",""
"","134","creates and selects a workspace without leaving the shell","WorkspaceSelector","Fri Sep 04 03:16:47 UTC 2026","passed","Fri Sep 04 03:16:47 UTC 2026","","","",""
"","34","updates orchestration settings and execution policy","Inspector","Fri Sep 04 03:13:42 UTC 2026","passed","Fri Sep 04 03:13:42 UTC 2026","","","",""
"","168","surfaces artifact persistence badges in the runs table before operators open a run","WorkflowDetail calibration","Fri Sep 04 03:13:06 UTC 2026","passed","Fri Sep 04 03:13:06 UTC 2026","","","",""
"","143","updates start trigger mode, event fields, cron fields, target alias, and enabled state","Inspector","Fri Sep 04 03:13:41 UTC 2026","passed","Fri Sep 04 03:13:41 UTC 2026","","","",""
"","47","surfaces a server error from the editor save","EvalDatasetDetail — editor validation branches","Fri Sep 04 03:15:03 UTC 2026","passed","Fri Sep 04 03:15:03 UTC 2026","","","",""
"","1","formats scorer categories and overall score safely","Prompts utility helpers","Fri Sep 04 03:16:56 UTC 2026","passed","Fri Sep 04 03:16:56 UTC 2026","","","",""
"","0","normalizes reasoning value %p -> %p","assistantConfigUi","Fri Sep 04 03:17:01 UTC 2026","passed","Fri Sep 04 03:17:01 UTC 2026","","","",""
"","29","switches category to document_creation","SkillWizard","Fri Sep 04 03:14:55 UTC 2026","passed","Fri Sep 04 03:14:55 UTC 2026","","Step 1: Identity & Classification","",""
"","61","keeps the status FilterTabs working alongside search","EvalDatasets","Fri Sep 04 03:16:26 UTC 2026","passed","Fri Sep 04 03:16:27 UTC 2026","","","",""
"","85","uses the lifecycle vocabulary — 'Hardening' is present and 'Calibration' is gone","ToolWorkspace","Fri Sep 04 03:16:06 UTC 2026","passed","Fri Sep 04 03:16:06 UTC 2026","","","",""
"","2","marks the active version live and only completed versions promotable","makeKnowledgeBaseVersionAdapter","Fri Sep 04 03:16:08 UTC 2026","passed","Fri Sep 04 03:16:08 UTC 2026","","","",""
"","11","describes runtime approval gates without calling them human approval nodes","workflow run panels","Fri Sep 04 03:14:31 UTC 2026","passed","Fri Sep 04 03:14:31 UTC 2026","","","",""
"","30","distinguishes a failed aggregate query from an empty release board","Releases","Fri Sep 04 03:15:06 UTC 2026","passed","Fri Sep 04 03:15:06 UTC 2026","","","",""
"","66","uploads a selected file then reloads the list","RunFilePanel","Fri Sep 04 03:15:20 UTC 2026","passed","Fri Sep 04 03:15:20 UTC 2026","","","",""
"","3","turns missing step telemetry into in-flight guidance for active runs","WorkflowRunDebugger","Fri Sep 04 03:14:12 UTC 2026","passed","Fri Sep 04 03:14:12 UTC 2026","","","",""
"","43","shows welcome text in empty state","CaliberAssistantPanel","Fri Sep 04 03:14:51 UTC 2026","passed","Fri Sep 04 03:14:51 UTC 2026","","","",""
"","109","executes a plan, surfaces the interaction, and approves it to resume","AriaPlans","Fri Sep 04 03:15:43 UTC 2026","passed","Fri Sep 04 03:15:43 UTC 2026","","","",""
"","464","turns stale retry, approval, resume, and event-match monitor failures into recovery guidance","WorkflowEditor handler branches","Fri Sep 04 03:13:32 UTC 2026","passed","Fri Sep 04 03:13:32 UTC 2026","","","",""
"","185","shows clarifying questions from assistant","CaliberAssistantPanel","Fri Sep 04 03:14:51 UTC 2026","passed","Fri Sep 04 03:14:51 UTC 2026","","","",""
"","113","badges the Plans nav with the count of plans awaiting input","Sidebar plans badge","Fri Sep 04 03:17:21 UTC 2026","passed","Fri Sep 04 03:17:21 UTC 2026","","","",""
"","182","starts a workflow calibration run","WorkflowDetail calibration","Fri Sep 04 03:13:02 UTC 2026","passed","Fri Sep 04 03:13:02 UTC 2026","","","",""
"","33","shows the OpenAI package preview and download link","SkillDetail","Fri Sep 04 03:14:48 UTC 2026","passed","Fri Sep 04 03:14:48 UTC 2026","","","",""
"","50","surfaces a missing bucket and treats 409 create as adoption","BucketSelect workflow helpers","Fri Sep 04 03:16:40 UTC 2026","passed","Fri Sep 04 03:16:40 UTC 2026","","","",""
"","5","maps registry versions onto the normalized model and marks the live one","promptVersionsToArtifactVersions","Fri Sep 04 03:17:28 UTC 2026","passed","Fri Sep 04 03:17:28 UTC 2026","","","",""
"","4","builds a typed placeholder object from a JSON schema","sampleInput","Fri Sep 04 03:17:15 UTC 2026","passed","Fri Sep 04 03:17:15 UTC 2026","","","",""
"","2","extracts well-formed tool calls","toolCallsFromMetadata","Fri Sep 04 03:17:38 UTC 2026","passed","Fri Sep 04 03:17:38 UTC 2026","","","",""
"","126","opens quick-connect templates and registers a prefilled server","McpServers","Fri Sep 04 03:14:33 UTC 2026","passed","Fri Sep 04 03:14:33 UTC 2026","","","",""
"","44","re-fetches with include_superseded when 'Show retired' is toggled","EvalDatasetDetail","Fri Sep 04 03:15:03 UTC 2026","passed","Fri Sep 04 03:15:03 UTC 2026","","","",""
"","17","explains when a completed run never persisted files","RunFilePanel","Fri Sep 04 03:15:20 UTC 2026","passed","Fri Sep 04 03:15:20 UTC 2026","","","",""
"","146","disables paused run resume controls in the monitor when the workflow run queue is disabled","WorkflowEditor handler branches","Fri Sep 04 03:13:29 UTC 2026","passed","Fri Sep 04 03:13:30 UTC 2026","","","",""
"","1","defaults lowConfidence to false and tolerates empty/absent collections","workflowCalibrationView","Fri Sep 04 03:15:16 UTC 2026","passed","Fri Sep 04 03:15:16 UTC 2026","","","",""
"","13","calls onAnswer for option alpha","QuestionList","Fri Sep 04 03:15:54 UTC 2026","passed","Fri Sep 04 03:15:54 UTC 2026","","","",""
